1.6	0.0453549
1.6	0.153788
1.6	0.0845275
1.6	-0.0405455
1.6	0.129175
1.6	0.110611
1.6	0.0193522
1.6	0.12251
1.6	0.111261
1.6	0.0632652
1.6	0.170336
1.6	0.0497765
1.6	0.127092
1.6	0.127028
1.6	0.137247
1.6	0.0556124
1.6	0.0873319
1.6	0.0415082
1.6	0.128241
1.6	0.107994
1.6	0.125965
1.6	0.0933918
1.6	0.086646
1.6	0.109036
1.6	0.0974278
1.6	0.0939522
1.6	0.0987275
1.6	0.0779235
1.6	0.0911123
1.6	0.150714
1.6	0.0749051
1.6	0.0986069
1.6	0.126549
1.6	0.0422109
1.6	0.0901903
1.6	0.126218
1.6	0.0967612
1.6	0.134185
1.6	0.0362674
1.6	0.117091
1.6	0.0799864
1.6	0.0865562
1.6	0.0982819
1.6	0.100242
1.6	0.0538303
1.6	0.0892327
1.6	0.112886
1.6	-0.0278395
1.6	0.0775953
1.6	0.146048
1.6	0.11686
1.6	0.0983667
1.6	0.128259
1.6	0.125158
1.6	0.123471
1.6	0.0833822
1.6	0.118667
1.6	0.0938514
1.6	0.109604
1.6	0.0610463
1.6	0.168001
1.6	0.0862659
1.6	0.0902625
1.6	0.040663
1.6	0.102554
1.6	0.0061216
1.6	0.0898382
1.6	0.0954454
1.6	0.0857467
1.6	0.0972776
1.6	0.127483
1.6	0.120954
1.6	0.00298878
1.6	0.143299
1.6	0.103036
1.6	0.0850335
1.6	0.0441423
1.6	0.0851301
1.6	0.0656733
1.6	0.0585647
1.6	0.0887613
1.6	0.080478
1.6	0.066604
1.6	0.053912
1.6	0.0244216
1.6	0.0835104
1.6	0.0934728
1.6	0.148951
1.6	0.127497
1.6	0.0295667
1.6	0.151897
1.6	0.154576
1.6	0.101555
1.6	0.0596893
1.6	0.0614544
1.6	0.0904706
1.6	0.113399
1.6	0.0828799
1.6	0.126065
1.6	0.123516
1.6	0.0716988
1.6	0.0571122
1.6	0.0855336
1.6	0.103014
1.6	0.093863
1.6	0.0636292
1.6	0.138398
1.6	0.127303
1.6	0.135823
1.6	-0.0139843
1.6	0.0314003
1.6	0.0788905
1.6	0.159833
1.6	0.0247189
1.6	0.103644
1.6	0.0577398
1.6	0.0895132
1.6	0.101277
1.6	0.100705
1.6	0.13475
1.6	0.119191
1.6	0.0855663
1.6	0.107999
1.6	0.0874658
1.6	0.141422
1.6	0.0244928
1.6	0.11458
1.6	0.182772
1.6	0.119189
1.6	0.1473
1.6	0.0999016
1.6	0.0772952
1.6	0.119497
1.6	0.113434
1.6	0.134464
1.6	0.155369
1.6	0.105475
1.6	0.0616593
1.6	0.148659
1.6	0.120287
1.6	0.0934165
1.6	0.00724704
1.6	0.10456
1.6	0.100274
1.6	0.0996886
1.6	0.0902373
1.6	0.0335217
1.6	0.133772
1.6	0.0733328
1.6	0.0603022
1.6	0.126955
1.6	0.100097
1.6	0.11775
1.6	0.105072
1.6	0.146915
1.6	0.0543425
1.6	0.181945
1.6	0.0938093
1.6	0.0828946
1.6	0.0399196
1.6	0.108719
1.6	0.0426828
1.6	0.104211
1.6	0.136321
1.6	0.0753551
1.6	0.110492
1.6	0.0648165
1.6	0.0540344
1.6	0.127821
1.6	0.109552
1.6	0.140497
1.6	0.125003
1.6	0.074344
1.6	0.0723119
1.6	0.0976837
1.6	0.0200953
1.6	0.0374496
1.6	0.0989757
1.6	-0.0460048
1.6	0.161083
1.6	0.0531364
1.6	0.0791346
1.6	0.0805367
1.6	0.158831
1.6	0.0981754
1.6	0.109959
1.6	0.114832
1.6	0.13229
1.6	0.153155
1.6	0.011118
1.6	0.101127
1.6	0.106447
1.6	0.139457
1.6	0.0876951
1.6	0.18507
1.6	0.101269
1.6	0.104968
1.6	0.0857452
1.6	0.0459302
1.6	0.112587
1.6	0.0946316
1.6	0.126632
1.6	0.152863
1.6	0.0959185
1.6	0.117346
1.6	0.0711735
1.6	0.0722263
1.6	0.0786575
1.6	0.112457
1.6	0.113311
1.6	0.0639897
1.6	0.101394
1.6	0.0908889
1.6	0.132424
1.6	0.0876814
1.6	0.128886
1.6	0.0240447
1.6	0.113476
1.6	0.123539
1.6	0.117262
1.6	0.136735
1.6	0.0946095
1.6	0.110622
1.6	0.14315
1.6	0.062102
1.6	0.0697802
1.6	0.128653
1.6	0.0476946
1.6	0.0734347
1.6	0.0790944
1.6	0.118881
1.6	0.0691379
1.6	0.139289
1.6	0.042948
1.6	0.0974518
1.6	0.0543735
1.6	0.0607297
1.6	0.047313
1.6	0.131586
1.6	0.138866
1.6	0.0571267
1.6	0.0660481
1.6	0.154527
1.6	0.067419
1.6	0.114062
1.6	0.0883666
1.6	0.111887
1.6	0.113862
1.6	0.126454
1.6	0.197112
1.6	0.0550163
1.6	0.091033
1.6	0.145888
1.6	0.0283
1.6	0.00251377
1.6	0.0985781
1.6	0.0883468
1.6	0.0848326
1.6	0.0722579
1.6	0.121494
1.6	0.130549
1.6	0.163075
1.6	0.0179688
1.6	0.14049
1.6	0.0616039
1.6	0.144015
1.6	0.139821
1.6	0.183267
1.6	0.0693885
1.6	0.0442081
1.6	0.114313
1.6	0.098841
1.6	-0.00685794
1.6	0.12961
1.6	0.123562
1.6	0.122958
1.6	0.111886
1.6	0.120392
1.6	0.0286268
1.6	0.105455
1.6	0.142973
1.6	0.0249494
1.6	0.0932359
1.6	0.114336
1.6	0.094353
1.6	0.071257
1.6	0.157925
1.6	0.144909
1.6	0.0873545
