0.3	0.0255644
0.5	0.0227587
0.7	0.0128068
0.9	0.0303326
1.1	0.048126
1.3	-0.0442993
1.5	-0.0571927
1.7	0.00843097
1.9	0.149552
2.1	0.0897637
2.3	0.131481
2.5	-0.363633
2.7	0.261189
2.9	0.906489
0.3	-0.0140864
0.5	0.0830379
0.7	0.0683108
0.9	0.090591
1.1	0.0252031
1.3	0.0586548
1.5	-0.231256
1.7	0.020589
1.9	0.00488481
2.1	-0.156958
2.3	-0.0312954
2.5	0.513334
2.7	-0.320588
2.9	0.194352
0.3	-0.0412317
0.5	-0.0220229
0.7	0.00181754
0.9	0.0313996
1.1	0.0181827
1.3	-0.100637
1.5	0.014002
1.7	0.044526
1.9	-0.0275037
2.1	-0.107213
2.3	0.0801595
2.5	0.239575
2.7	-0.0239786
2.9	0.439303
0.3	-0.00713551
0.5	0.000121731
0.7	-0.037834
0.9	0.00969377
1.1	-0.0177096
1.3	-0.000364073
1.5	0.0345087
1.7	-0.0366379
1.9	0.0559462
2.1	-0.0873382
2.3	-0.148291
2.5	-0.191219
2.7	-0.114455
2.9	-0.21806
0.3	0.0506105
0.5	-0.0314917
0.7	0.041406
0.9	0.0535164
1.1	0.0803884
1.3	0.00298408
1.5	-0.0432791
1.7	-0.109187
1.9	0.0948152
2.1	0.0966851
2.3	-0.264102
2.5	-0.229316
2.7	0.234685
2.9	-0.496483
0.3	0.0373618
0.5	0.0113786
0.7	0.0426707
0.9	0.0343008
1.1	-0.0507727
1.3	-0.0362848
1.5	0.0274376
1.7	-0.0490917
1.9	0.168671
2.1	-0.0244596
2.3	-0.0421051
2.5	-0.247805
2.7	-0.0468674
2.9	-0.722724
0.3	0.0201486
0.5	0.0159494
0.7	0.0496175
0.9	0.0321063
1.1	0.0521117
1.3	-0.0499585
1.5	0.0667949
1.7	0.140915
1.9	-0.252193
2.1	0.134363
2.3	-0.0993743
2.5	0.227161
2.7	0.0969265
2.9	-0.113635
0.3	-0.0122558
0.5	0.0244595
0.7	-0.0100394
0.9	0.104201
1.1	-0.0275054
1.3	-0.0805481
1.5	-0.00836521
1.7	0.0657865
1.9	0.117479
2.1	0.0917274
2.3	0.0739542
2.5	0.0467562
2.7	0.221758
2.9	-0.445782
0.3	0.0077929
0.5	-0.0305277
0.7	0.0700026
0.9	-0.00723766
1.1	0.0393176
1.3	0.0963695
1.5	0.00513673
1.7	0.230239
1.9	0.198481
2.1	-0.00342672
2.3	-0.0485931
2.5	0.289815
2.7	0.308504
2.9	0.170506
0.3	0.0195397
0.5	-0.0119111
0.7	0.00106735
0.9	-0.00425061
1.1	-0.00257825
