#: table_doi: 10.17182/hepdata.68162.v1/t36
#: name: Table 36
#: description: Phi v2 as a function of pT for centrality: 10-20%.

#: data_file: Table36.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword observables: V2
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(Y(RF=LAB)),<0.5
#: Centrality,10-20%
#: Particle,Phi
#: Range,0.6 < pT < 6.0 (GeV/c)
#: SQRT(S)/NUCLEON [GeV],2760.0
pT [(GeV/c)],v2,stat +,stat -,sys +,sys -
0.9,0.027398,0.008199,-0.008199,-0.012,0.012
1.5,0.071537,0.008048,-0.008048,-0.012,0.012
2.1,0.122775,0.009708,-0.009708,-0.012,0.012
2.7,0.162127,0.01211,-0.01211,-0.012,0.012
3.5,0.174166,0.01356,-0.01356,-0.012,0.012
4.5,0.19026,0.023274,-0.023274,-0.012,0.012
5.5,0.170567,0.037305,-0.037305,-0.012,0.012

