#: table_doi: 10.17182/hepdata.68162.v1/t56
#: name: Table 56
#: description: Omega+AntiOmega v2 as a function of pT for centrality: 10-20%.

#: data_file: Table56.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword observables: V2
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(Y(RF=LAB)),<0.5
#: Centrality,10-20%
#: Particle,Omega+AntiOmega
#: Range,1.5 < pT < 6.0 (GeV/c)
#: SQRT(S)/NUCLEON [GeV],2760.0
pT [(GeV/c)],v2,stat +,stat -,sys +,sys -
1.7778,0.0707,0.016,-0.016,-0.0036,0.0036
2.2566,0.1164,0.013,-0.013,-0.0052,0.0052
2.7391,0.1418,0.0132,-0.0132,-0.0061,0.0061
3.2267,0.1375,0.0165,-0.0165,-0.0057,0.0057
3.7247,0.1925,0.0206,-0.0206,-0.0074,0.0074
4.2206,0.2439,0.0296,-0.0296,-0.01,0.01
4.711,0.117,0.0431,-0.0431,-0.005,0.005
5.3455,0.195,0.0491,-0.0491,-0.0079,0.0079

