#: table_doi: 10.17182/hepdata.68162.v1/t58
#: name: Table 58
#: description: Omega+AntiOmega v2 as a function of pT for centrality: 30-40%.

#: data_file: Table58.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword observables: V2
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(Y(RF=LAB)),<0.5
#: Centrality,30-40%
#: Particle,Omega+AntiOmega
#: Range,1.5 < pT < 6.0 (GeV/c)
#: SQRT(S)/NUCLEON [GeV],2760.0
pT [(GeV/c)],v2,stat +,stat -,sys +,sys -
1.7684,0.0808,0.0164,-0.0164,-0.0119,0.0119
2.2513,0.1324,0.0158,-0.0158,-0.0115,0.0115
2.7449,0.2205,0.0164,-0.0164,-0.0251,0.0251
3.2279,0.216,0.0207,-0.0207,-0.0323,0.0323
3.7292,0.2262,0.0275,-0.0275,-0.029,0.029
4.2203,0.2749,0.0343,-0.0343,-0.0211,0.0211
4.7139,0.2967,0.0518,-0.0518,-0.0386,0.0386
5.4116,0.2466,0.0594,-0.0594,-0.0705,0.0705

