#: table_doi: 10.17182/hepdata.68162.v1/t55
#: name: Table 55
#: description: Omega+AntiOmega v2 as a function of pT for centrality: 5-10%.

#: data_file: Table55.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword observables: V2
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(Y(RF=LAB)),<0.5
#: Centrality,5-10%
#: Particle,Omega+AntiOmega
#: Range,1.5 < pT < 6.0 (GeV/c)
#: SQRT(S)/NUCLEON [GeV],2760.0
pT [(GeV/c)],v2,stat +,stat -,sys +,sys -
1.7833,0.0227,0.0301,-0.0301,-0.0173,0.0173
2.2583,0.0651,0.0217,-0.0217,-0.0129,0.0129
2.7469,0.1001,0.0222,-0.0222,-0.0137,0.0137
3.2284,0.0977,0.0273,-0.0273,-0.0141,0.0141
3.712,0.0791,0.0349,-0.0349,-0.0417,0.0417
4.2284,0.1528,0.0497,-0.0497,-0.0152,0.0152
4.7259,0.2647,0.0687,-0.0687,-0.0234,0.0234
5.3164,0.1412,0.0812,-0.0812,-0.0156,0.0156

