/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-50-60-deuteron/	2	2212
0.32	0.011436	0.00033431	nan	nan
0.56	0.0311211	0.000153058	nan	nan
0.8	0.0594765	0.000262078	nan	nan
1.04	0.0913976	0.00024433	nan	nan
1.28	0.124116	0.000335642	nan	nan
1.52	0.155965	0.000410155	nan	nan
1.76	0.183151	0.000269615	nan	nan
2	0.207764	0.000733912	nan	nan
2.24	0.230187	0.000602415	nan	nan
2.48	0.244477	0.00113393	nan	nan
2.72	0.261571	0.00102173	nan	nan
2.96	0.271807	0.00171231	nan	nan
3.2	0.277757	0.00233208	nan	nan
3.44	0.296694	0.00278473	nan	nan
3.68	0.30182	0.00319467	nan	nan
3.92	0.299922	0.00642112	nan	nan
4.16	0.323363	0.0081466	nan	nan
4.4	0.323536	0.0113313	nan	nan
4.64	0.309676	0.0108184	nan	nan
4.88	0.249478	0.0319896	nan	nan

