0.325	0.3	0.35	2.887	0.072	-0.072	0.386	-0.386	0.70%	-0.70%
0.375	0.35	0.4	2.759	0.054	-0.054	0.365	-0.365	0.70%	-0.70%
0.425	0.4	0.45	2.994	0.05	-0.05	0.387	-0.387	0.70%	-0.70%
0.475	0.45	0.5	2.542	0.025	-0.025	0.311	-0.311	0.70%	-0.70%
0.525	0.5	0.55	2.659	0.026	-0.026	0.247	-0.247	0.70%	-0.70%
0.575	0.55	0.6	2.685	0.025	-0.025	0.281	-0.281	0.70%	-0.70%
0.625	0.6	0.65	2.573	0.02	-0.02	0.237	-0.237	0.70%	-0.70%
0.675	0.65	0.7	2.513	0.019	-0.019	0.215	-0.215	0.70%	-0.70%
0.725	0.7	0.75	2.44	0.021	-0.021	0.221	-0.221	0.70%	-0.70%
0.775	0.75	0.8	2.401	0.021	-0.021	0.194	-0.194	0.70%	-0.70%
0.825	0.8	0.85	2.344	0.021	-0.021	0.189	-0.189	0.70%	-0.70%
0.875	0.85	0.9	2.238	0.021	-0.021	0.178	-0.178	0.70%	-0.70%
0.925	0.9	0.95	2.187	0.021	-0.021	0.161	-0.161	0.70%	-0.70%
0.975	0.95	1	2.047	0.021	-0.021	0.136	-0.136	0.70%	-0.70%
1.05	1	1.1	1.902	0.014	-0.014	0.124	-0.124	0.70%	-0.70%
1.15	1.1	1.2	1.711	0.014	-0.014	0.108	-0.108	0.70%	-0.70%
1.25	1.2	1.3	1.526	0.013	-0.013	0.096	-0.096	0.70%	-0.70%
1.35	1.3	1.4	1.371	0.013	-0.013	0.079	-0.079	0.70%	-0.70%
1.45	1.4	1.5	1.184	0.012	-0.012	0.069	-0.069	0.70%	-0.70%
1.55	1.5	1.6	1.011	0.012	-0.012	0.059	-0.059	0.70%	-0.70%
1.65	1.6	1.7	0.8436	0.0105	-0.0105	0.046	-0.046	0.70%	-0.70%
1.75	1.7	1.8	0.7046	0.0095	-0.0095	0.0383	-0.0383	0.70%	-0.70%
1.85	1.8	1.9	0.5878	0.0064	-0.0064	0.0407	-0.0407	0.70%	-0.70%
1.95	1.9	2	0.4891	0.0058	-0.0058	0.034	-0.034	0.70%	-0.70%
2.05	2	2.1	0.3969	0.0049	-0.0049	0.0278	-0.0278	0.70%	-0.70%
2.15	2.1	2.2	0.3348	0.0046	-0.0046	0.0238	-0.0238	0.70%	-0.70%
2.25	2.2	2.3	0.2766	0.0041	-0.0041	0.02	-0.02	0.70%	-0.70%
2.35	2.3	2.4	0.2248	0.0036	-0.0036	0.0166	-0.0166	0.70%	-0.70%
2.45	2.4	2.5	0.1844	0.0031	-0.0031	0.014	-0.014	0.70%	-0.70%
2.55	2.5	2.6	0.1476	0.0026	-0.0026	0.0115	-0.0115	0.70%	-0.70%
2.65	2.6	2.7	0.1253	0.0025	-0.0025	0.0101	-0.0101	0.70%	-0.70%
2.75	2.7	2.8	0.09469	0.00188	-0.00188	0.00792	-0.00792	0.70%	-0.70%
2.85	2.8	2.9	0.08105	0.00176	-0.00176	0.00705	-0.00705	0.70%	-0.70%
2.95	2.9	3	0.06254	0.00142	-0.00142	0.00568	-0.00568	0.70%	-0.70%
3.1	3	3.2	0.04544	0.00079	-0.00079	0.00441	-0.00441	0.70%	-0.70%
3.3	3.2	3.4	0.03119	0.00062	-0.00062	0.00333	-0.00333	0.70%	-0.70%
3.5	3.4	3.6	0.02072	0.00047	-0.00047	0.00245	-0.00245	0.70%	-0.70%
3.7	3.6	3.8	0.01292	0.00032	-0.00032	0.0017	-0.0017	0.70%	-0.70%
3.9	3.8	4	0.0083	0.000227	-0.000227	0.001211	-0.001211	0.70%	-0.70%
4.1	4	4.2	0.005707	0.000183	-0.000183	0.000926	-0.000926	0.70%	-0.70%
4.3	4.2	4.4	0.004038	0.000145	-0.000145	0.000727	-0.000727	0.70%	-0.70%
4.5	4.4	4.6	0.002679	0.000114	-0.000114	0.000534	-0.000534	0.70%	-0.70%
