0.11	0.1	0.12	94.06	0.94	-0.94	9.66	-9.66	5.00%	-5.00%
0.13	0.12	0.14	86.01	0.61	-0.61	7.68	-7.68	5.00%	-5.00%
0.15	0.14	0.16	74.17	0.47	-0.47	6.59	-6.59	5.00%	-5.00%
0.17	0.16	0.18	66.47	0.4	-0.4	5.88	-5.88	5.00%	-5.00%
0.19	0.18	0.2	58.67	0.34	-0.34	5.18	-5.18	5.00%	-5.00%
0.225	0.2	0.25	46.08	0.22	-0.22	2.85	-2.85	5.00%	-5.00%
0.275	0.25	0.3	34.03	0.17	-0.17	2.08	-2.08	5.00%	-5.00%
0.325	0.3	0.35	25.61	0.13	-0.13	1.65	-1.65	5.00%	-5.00%
0.375	0.35	0.4	19.27	0.11	-0.11	1.16	-1.16	5.00%	-5.00%
0.425	0.4	0.45	14.92	0.09	-0.09	0.89	-0.89	5.00%	-5.00%
0.475	0.45	0.5	11.48	0.07	-0.07	0.68	-0.68	5.00%	-5.00%
0.525	0.5	0.55	8.927	0.051	-0.051	0.402	-0.402	5.00%	-5.00%
0.575	0.55	0.6	7.079	0.044	-0.044	0.321	-0.321	5.00%	-5.00%
0.625	0.6	0.65	5.74	0.047	-0.047	0.288	-0.288	5.00%	-5.00%
0.675	0.65	0.7	4.627	0.041	-0.041	0.23	-0.23	5.00%	-5.00%
0.725	0.7	0.75	3.8	0.036	-0.036	0.188	-0.188	5.00%	-5.00%
0.775	0.75	0.8	3.054	0.031	-0.031	0.153	-0.153	5.00%	-5.00%
0.825	0.8	0.85	2.555	0.029	-0.029	0.127	-0.127	5.00%	-5.00%
0.875	0.85	0.9	2.11	0.025	-0.025	0.104	-0.104	5.00%	-5.00%
0.925	0.9	0.95	1.75	0.023	-0.023	0.088	-0.088	5.00%	-5.00%
0.975	0.95	1	1.455	0.02	-0.02	0.071	-0.071	5.00%	-5.00%
1.05	1	1.1	1.099	0.012	-0.012	0.053	-0.053	5.00%	-5.00%
1.15	1.1	1.2	0.7857	0.0099	-0.0099	0.0378	-0.0378	5.00%	-5.00%
1.25	1.2	1.3	0.566	0.0046	-0.0046	0.0345	-0.0345	5.00%	-5.00%
1.35	1.3	1.4	0.4141	0.0038	-0.0038	0.0253	-0.0253	5.00%	-5.00%
1.45	1.4	1.5	0.2982	0.003	-0.003	0.0184	-0.0184	5.00%	-5.00%
1.55	1.5	1.6	0.2203	0.0025	-0.0025	0.0137	-0.0137	5.00%	-5.00%
1.65	1.6	1.7	0.167	0.0022	-0.0022	0.0106	-0.0106	5.00%	-5.00%
1.75	1.7	1.8	0.1221	0.0017	-0.0017	0.0079	-0.0079	5.00%	-5.00%
1.85	1.8	1.9	0.09526	0.00153	-0.00153	0.00627	-0.00627	5.00%	-5.00%
1.95	1.9	2	0.07254	0.00139	-0.00139	0.00489	-0.00489	5.00%	-5.00%
2.05	2	2.1	0.05556	0.00114	-0.00114	0.00385	-0.00385	5.00%	-5.00%
2.15	2.1	2.2	0.04307	0.00101	-0.00101	0.00308	-0.00308	5.00%	-5.00%
2.25	2.2	2.3	0.0344	0.00082	-0.00082	0.00254	-0.00254	5.00%	-5.00%
2.35	2.3	2.4	0.02723	0.00071	-0.00071	0.00209	-0.00209	5.00%	-5.00%
2.45	2.4	2.5	0.02124	0.00071	-0.00071	0.00169	-0.00169	5.00%	-5.00%
2.55	2.5	2.6	0.01696	0.0006	-0.0006	0.00141	-0.00141	5.00%	-5.00%
2.65	2.6	2.7	0.01374	0.00058	-0.00058	0.00119	-0.00119	5.00%	-5.00%
2.75	2.7	2.8	0.01049	0.00039	-0.00039	0.00095	-0.00095	5.00%	-5.00%
2.85	2.8	2.9	0.008686	0.000338	-0.000338	0.000823	-0.000823	5.00%	-5.00%
2.95	2.9	3	0.007361	0.000359	-0.000359	0.00073	-0.00073	5.00%	-5.00%
