0.225	0.2	0.25	38.73	0.76	-0.76	4.92	-4.92	0.50%	-0.50%
0.275	0.25	0.3	34.61	0.44	-0.44	2.77	-2.77	0.50%	-0.50%
0.325	0.3	0.35	33.66	0.37	-0.37	2.37	-2.37	0.50%	-0.50%
0.375	0.35	0.4	32.05	0.32	-0.32	2.16	-2.16	0.50%	-0.50%
0.425	0.4	0.45	30.49	0.6	-0.6	2.09	-2.09	0.50%	-0.50%
0.475	0.45	0.5	26.25	0.31	-0.31	3.24	-3.24	0.50%	-0.50%
0.525	0.5	0.55	24.13	0.43	-0.43	1.6	-1.6	0.50%	-0.50%
0.575	0.55	0.6	21.3	0.34	-0.34	1.52	-1.52	0.50%	-0.50%
0.625	0.6	0.65	19.09	0.31	-0.31	1.28	-1.28	0.50%	-0.50%
0.675	0.65	0.7	17.56	0.29	-0.29	1.13	-1.13	0.50%	-0.50%
0.725	0.7	0.75	15.79	0.26	-0.26	1.03	-1.03	0.50%	-0.50%
0.775	0.75	0.8	14.53	0.25	-0.25	0.99	-0.99	0.50%	-0.50%
0.825	0.8	0.85	12.91	0.23	-0.23	0.84	-0.84	0.50%	-0.50%
0.875	0.85	0.9	12.07	0.23	-0.23	0.75	-0.75	0.50%	-0.50%
0.925	0.9	0.95	10.4	0.21	-0.21	0.66	-0.66	0.50%	-0.50%
0.975	0.95	1	9.331	0.195	-0.195	0.557	-0.557	0.50%	-0.50%
1.05	1	1.1	7.484	0.117	-0.117	0.453	-0.453	0.50%	-0.50%
1.15	1.1	1.2	5.843	0.101	-0.101	0.342	-0.342	0.50%	-0.50%
1.25	1.2	1.3	4.45	0.053	-0.053	0.401	-0.401	0.50%	-0.50%
1.35	1.3	1.4	3.492	0.045	-0.045	0.319	-0.319	0.50%	-0.50%
1.45	1.4	1.5	2.682	0.038	-0.038	0.25	-0.25	0.50%	-0.50%
1.55	1.5	1.6	2.107	0.032	-0.032	0.202	-0.202	0.50%	-0.50%
1.65	1.6	1.7	1.588	0.026	-0.026	0.157	-0.157	0.50%	-0.50%
1.75	1.7	1.8	1.253	0.023	-0.023	0.128	-0.128	0.50%	-0.50%
1.85	1.8	1.9	0.9676	0.0192	-0.0192	0.1035	-0.1035	0.50%	-0.50%
1.95	1.9	2	0.749	0.016	-0.016	0.0839	-0.0839	0.50%	-0.50%
2.05	2	2.1	0.5736	0.013	-0.013	0.0675	-0.0675	0.50%	-0.50%
2.15	2.1	2.2	0.4579	0.0114	-0.0114	0.0569	-0.0569	0.50%	-0.50%
2.25	2.2	2.3	0.3555	0.0097	-0.0097	0.0467	-0.0467	0.50%	-0.50%
2.35	2.3	2.4	0.2889	0.0085	-0.0085	0.0402	-0.0402	0.50%	-0.50%
2.45	2.4	2.5	0.2091	0.0063	-0.0063	0.0309	-0.0309	0.50%	-0.50%
2.55	2.5	2.6	0.1642	0.0052	-0.0052	0.0258	-0.0258	0.50%	-0.50%
2.65	2.6	2.7	0.1224	0.0042	-0.0042	0.0204	-0.0204	0.50%	-0.50%
2.75	2.7	2.8	0.09945	0.00378	-0.00378	0.01767	-0.01767	0.50%	-0.50%
2.85	2.8	2.9	0.07936	0.0032	-0.0032	0.015	-0.015	0.50%	-0.50%
2.95	2.9	3	0.06484	0.00299	-0.00299	0.01304	-0.01304	0.50%	-0.50%
