/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-10-20-deuteron/	2	321
0.32	0.0164043	3.25887e-05	-13.1602	3.23476
0.56	0.0387767	3.01209e-05	-19.856	2.02888
0.8	0.062541	3.46197e-05	-17.7962	8.47826
1.04	0.0846522	6.05751e-05	-85.6263	4.20828
1.28	0.104455	8.46204e-05	-6.05576	4.15855
1.52	0.122219	8.64271e-05	-3.2519	2.4712
1.76	0.137535	0.000141008	-2.20414	1.82759
2	0.151498	0.000158621	-1.67961	1.18903
2.24	0.163692	0.000330274	-5.61141	3.30516
2.48	0.174489	0.000193158	-0.154337	0.0469126
2.72	0.183513	0.000372302	-0.0189551	0.000901966
2.96	0.191392	0.000594067	-0.00781416	0.00029583
3.2	0.197407	0.000887304	-0.00608964	0.000241365
3.44	0.204074	0.00124292	-0.00744777	0.000510777
3.68	0.208905	0.000938142	-0.00797765	0.000417351
3.92	0.213339	0.00306583	-0.016703	0.0151459
4.16	0.218207	0.00267045	-0.0173166	0.0246441
4.4	0.215816	0.00370193	-0.0759401	0.0448073
4.64	0.232799	0.00443667	0.0192622	0.0185131
4.88	0.220916	0.00479436	0.021613	0.00483071

