/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-part2-300/	2	2212
0.32	0.00802695	0.00106149	-nan	-nan
0.56	0.0156765	0.000480163	-nan	-nan
0.8	0.0280376	0.000759639	-nan	-nan
1.04	0.040495	0.00099796	-nan	-nan
1.28	0.0553478	0.00122908	-nan	-nan
1.52	0.0705622	0.00103573	-nan	-nan
1.76	0.0780856	0.00151958	-nan	-nan
2	0.0944956	0.00302274	-nan	-nan
2.24	0.10069	0.00566815	-nan	-nan
2.48	0.107363	0.00525234	-nan	-nan
2.72	0.125433	0.00789781	-nan	-nan
2.96	0.108238	0.0145899	-nan	-nan
3.2	0.096339	0.0130088	-nan	-nan
3.44	0.104256	0.0225728	-nan	-nan
3.68	0.189027	0.0407	-nan	-nan
3.92	0.022289	0.0446432	-nan	-nan
4.16	0.0847802	0.108465	-nan	-nan
4.4	0.131113	0.113349	-nan	-nan
4.64	0.0334314	0.254908	-nan	-nan
4.88	0.721828	-nan	-nan	nan

