/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-10-20-norm114-3000-deuteron-zetaS3-0.8/	2
0.32	0.0176554	8.0072e-05	7.24216	-nan
0.56	0.0432127	0.000116401	10.1322	-nan
0.8	0.0678517	0.00026012	-18.341	-nan
1.04	0.0905254	0.000271771	-9.78788	-nan
1.28	0.110814	0.000288014	-29.8385	-nan
1.52	0.129762	0.000417023	1.70333	-nan
1.76	0.147057	0.000437981	-40.2137	-nan
2	0.162891	0.000727814	-0.746092	-nan
2.24	0.179239	0.000938669	0.697448	-nan
2.48	0.192147	0.000804329	-0.664671	-nan
2.72	0.206225	0.000968862	0.731782	-nan
2.96	0.219167	0.00110514	-0.213486	-nan
3.2	0.229309	0.00124159	0.0437934	-nan
3.44	0.248286	0.00371329	0.0728951	-nan
3.68	0.250154	0.00409722	-0.1118	-nan
3.92	0.255877	0.00477282	-0.0355981	-nan
4.16	0.269399	0.00664693	-0.00863727	-nan
4.4	0.267416	0.00795321	-0.00795128	-nan
4.64	0.29881	0.00949269	0.0252065	-nan
4.88	0.300582	0.0129021	-0.022677	-nan

