/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-10-20-norm114-3000-deuteron-zetaS3-0.4/	2
0.32	0.0189662	9.26914e-05	-1.02487	-nan
0.56	0.0451356	0.00013706	-26.7256	-nan
0.8	0.0694034	0.000212001	6.6188	-nan
1.04	0.0913287	0.000317431	0.939439	-nan
1.28	0.110647	0.000334203	7.68663	-nan
1.52	0.12712	0.000492652	-0.458508	-nan
1.76	0.1429	0.000532556	11.9538	-nan
2	0.156482	0.000731891	0.180409	-nan
2.24	0.169309	0.000642938	0.250636	-nan
2.48	0.182295	0.000758148	-0.144658	-nan
2.72	0.193133	0.000839323	0.116245	-nan
2.96	0.201357	0.00133748	-0.223944	-nan
3.2	0.206054	0.00104367	-0.0245991	-nan
3.44	0.212687	0.00170332	-0.0518817	-nan
3.68	0.222429	0.00197171	0.0252565	-nan
3.92	0.227347	0.00300838	-0.0777445	-nan
4.16	0.238833	0.00474312	0.00256179	-nan
4.4	0.246671	0.00517619	0.00347751	-nan
4.64	0.239996	0.00901603	0.0150247	-nan
4.88	0.229506	0.0140943	-0.00226603	-nan

