/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-40-50-norm114-3000-deuteron-zetaS3-0.2/	2	2212
0.32	0.0111536	0.00210818	0.0144529	0.00433984
0.56	0.0315243	0.000869609	0.0283889	0.00363195
0.8	0.0602374	0.0013558	0.0503667	0.004288
1.04	0.0929215	0.00163339	0.0875904	0.00541618
1.28	0.126865	0.0011486	0.123001	0.00459265
1.52	0.156226	0.0019555	0.151368	0.00389919
1.76	0.177612	0.00226604	0.167966	0.00804087
2	0.205603	0.00473318	0.188608	0.0084676
2.24	0.227013	0.00351966	0.212882	0.013573
2.48	0.232731	0.00593237	0.214553	0.0145021
2.72	0.245864	0.00568848	0.271839	0.0202742
2.96	0.255583	0.00582683	0.303582	0.0227253
3.2	0.266494	0.00881363	0.333256	0.042751
3.44	0.265283	0.00952326	0.131337	0.0731366
3.68	0.270767	0.0296856	0.305242	0.0468969
3.92	0.287139	0.0262399	0.112232	0.103475
4.16	0.259495	0.0403458	0.226457	0.154526
4.4	0.331654	0.0479412	0.275268	0.0685123
4.64	0.283593	0.0864618	0.480305	0.13576
4.88	0.210301	0.0995966	0.256777	0.264631

