/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-50-60-norm114-3000-deuteron-zetaS3-0.8/	2	321
0.32	0.0249467	0.000657973	-nan	-nan
0.56	0.0580017	0.000848811	-nan	-nan
0.8	0.0935531	0.000975297	-nan	-nan
1.04	0.124483	0.00125481	-nan	-nan
1.28	0.154679	0.00206748	-nan	-nan
1.52	0.181121	0.00265424	-nan	-nan
1.76	0.210558	0.00261944	-nan	-nan
2	0.227622	0.00640861	-nan	-nan
2.24	0.264888	0.00409963	-nan	-nan
2.48	0.252297	0.00913069	-nan	-nan
2.72	0.256169	0.0166205	-nan	-nan
2.96	0.318653	0.024682	-nan	-nan
3.2	0.372203	0.0350597	-nan	-nan
3.44	0.253296	0.0432437	-nan	-nan
3.68	0.186661	0.140007	-nan	-nan
3.92	0.411559	0.162345	-nan	-nan
4.16	0.355936	0.23541	-nan	-nan
4.4	0.0178215	-nan	-nan	-nan
4.64	-0.294825	-nan	-nan	-nan
4.88	-0.563648	-nan	-nan	nan

