/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-40-50-norm114-3000-deuteron-zetaS3-0.8/	2
0.32	0.0247798	0.000134563	0.958423	-nan
0.56	0.0595759	0.000242823	0.477944	-nan
0.8	0.0925224	0.0002385	-0.671424	-nan
1.04	0.122927	0.000327779	-2.15056	-nan
1.28	0.149341	0.000453856	0.212347	-nan
1.52	0.176998	0.000770662	0.274843	-nan
1.76	0.200461	0.00101174	0.0906815	-nan
2	0.221034	0.00120921	-0.0494198	-nan
2.24	0.239285	0.00160857	0.725326	-nan
2.48	0.260513	0.00333704	0.328002	-nan
2.72	0.275806	0.00558543	-0.00272353	-nan
2.96	0.284513	0.00606232	-0.00176399	-nan
3.2	0.297285	0.00550419	-0.00194566	-nan
3.44	0.316267	0.0114885	-0.00115248	-nan
3.68	0.306653	0.0139045	-0.000961019	-nan
3.92	0.317732	0.0250647	-0.000857255	-nan
4.16	0.306115	0.0202391	-0.000969252	-nan
4.4	0.292869	0.0313248	0.00161884	-nan
4.64	0.39201	0.0762191	0.00165096	-nan
4.88	0.421026	0.119831	0.000910884	-nan

