/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm114-3000-deuteron-zetaS3-0.8/	2	2212
0.32	0.0100413	0.000615222	-0.000104004	-nan
0.56	0.0265988	0.000569489	-0.00134853	-nan
0.8	0.052128	0.0007009	-0.00246978	-nan
1.04	0.0792275	0.00105931	-0.00135972	-nan
1.28	0.111284	0.00101211	-0.000414948	-nan
1.52	0.138194	0.00101486	0.000188745	-nan
1.76	0.167573	0.00157413	0.000469009	-nan
2	0.19012	0.0013078	0.00057052	-nan
2.24	0.212635	0.0017836	0.00065458	-nan
2.48	0.230479	0.00331327	0.000710521	-nan
2.72	0.252146	0.00661835	0.000754184	-nan
2.96	0.262291	0.00461893	0.000805432	-nan
3.2	0.270177	0.0047793	0.000811942	-nan
3.44	0.281554	0.00759267	0.000959745	-nan
3.68	0.279146	0.0119174	0.000894473	-nan
3.92	0.295758	0.0144009	0.000901172	-nan
4.16	0.270637	0.0305689	0.0008548	-nan
4.4	0.312129	0.0492096	0.000846189	-nan
4.64	0.448183	0.0553321	0.00135758	-nan
4.88	0.279436	0.0547063	0.00165822	-nan

