/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm150-3000-deuteron/	2	2212
0.32	0.0134909	0.00123628	-nan	-nan
0.56	0.036169	0.000894892	-nan	-nan
0.8	0.064796	0.000565157	-nan	-nan
1.04	0.0964484	0.00072531	-nan	-nan
1.28	0.129345	0.000693209	-nan	-nan
1.52	0.157523	0.000879543	-nan	-nan
1.76	0.190018	0.00117449	-nan	-nan
2	0.213208	0.00102042	-nan	-nan
2.24	0.243894	0.00190741	-nan	-nan
2.48	0.265756	0.00299743	-nan	-nan
2.72	0.283447	0.00272249	-nan	-nan
2.96	0.299262	0.00285045	-nan	-nan
3.2	0.323312	0.00488725	-nan	-nan
3.44	0.334475	0.00341866	-nan	-nan
3.68	0.342936	0.00509045	-nan	-nan
3.92	0.359514	0.00825102	-nan	-nan
4.16	0.380779	0.0148076	-nan	-nan
4.4	0.401182	0.012603	-nan	-nan
4.64	0.377716	0.0192139	-nan	-nan
4.88	0.439261	0.0187601	-nan	-nan

