/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm114-3000-deuteron-zetaS3-0.4/	2	2212
0.32	0.00961233	0.00101949	-7.75253e-05	-nan
0.56	0.0274916	0.000662799	-0.000843881	-nan
0.8	0.0544742	0.000452439	-0.001735	-nan
1.04	0.0821636	0.000748932	-0.00124079	-nan
1.28	0.11151	0.000942941	-0.000103017	-nan
1.52	0.137542	0.00150452	0.000874291	-nan
1.76	0.162838	0.00132914	0.00140278	-nan
2	0.181612	0.00160653	0.00172941	-nan
2.24	0.200713	0.00279597	0.00187815	-nan
2.48	0.217146	0.00278196	0.00196011	-nan
2.72	0.232362	0.00360234	0.00218785	-nan
2.96	0.23907	0.00514992	0.00201426	-nan
3.2	0.24659	0.00530427	0.00234117	-nan
3.44	0.263818	0.00671314	0.00257891	-nan
3.68	0.267587	0.0102756	0.0025373	-nan
3.92	0.26151	0.00786725	0.00237115	-nan
4.16	0.281689	0.0183318	0.00232615	-nan
4.4	0.295085	0.0212551	0.00283061	-nan
4.64	0.258843	0.0378928	0.00270978	-nan
4.88	0.2459	0.049504	0.00114941	-nan

