/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-50-60-100-bezviz/	2	2212
0.32	0.0198879	0.00277371	0.00319317	0.0261177
0.56	0.0473625	0.00176717	0.0509095	0.0628116
0.8	0.09175	0.000988389	0.0997577	0.0155734
1.04	0.141576	0.0019565	0.10854	0.0279337
1.28	0.19046	0.00179982	0.154277	0.17127
1.52	0.233977	0.00434511	0.204024	0.120059
1.76	0.273055	0.0051919	0.249427	0.0553711
2	0.312016	0.0062895	0.165008	0.0647283
2.24	0.35823	0.00411654	0.253376	0.0819697
2.48	0.382987	0.0157467	0.214925	0.0596024
2.72	0.409857	0.0101316	0.247887	0.169137
2.96	0.43692	0.0115881	0.194626	0.147716
3.2	0.443862	0.0147127	0.219674	0.133379
3.44	0.464021	0.0333009	0.126504	2.01663
3.68	0.461818	0.0339988	-0.381157	2.21255
3.92	0.528581	0.0268688	0.370575	1.52931
4.16	0.639862	0.0548968	-0.630803	2.01065
4.4	0.498637	0.10102	0.447704	1.86989
4.64	0.802854	0.110658	0.769492	1.61739
4.88	0.950931	0.21718	1.40188	4.16148

