/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-40-50-norm114-3000-deuteron-zetaS3-0.8/	2	211
0.32	0.0256863	0.000179511	-0.797568	0.539783
0.56	0.0632528	0.000307453	2.35799	1.02541
0.8	0.0996699	0.000200352	-0.655173	0.593822
1.04	0.133646	0.000394086	2.41059	0.286035
1.28	0.162672	0.000778725	-0.535767	0.348058
1.52	0.189139	0.00132706	-0.290932	0.0762609
1.76	0.213969	0.00165972	0.443189	1.40311
2	0.233141	0.00194861	0.0765668	0.164663
2.24	0.249819	0.00276954	0.0291939	0.0154742
2.48	0.267066	0.00614154	0.0474435	0.00664269
2.72	0.278731	0.00492369	-0.0264264	0.0182176
2.96	0.274021	0.00750829	-0.395852	0.0129248
3.2	0.295833	0.0137237	0.0112487	0.00251404
3.44	0.284865	0.0143232	-0.00600817	0.00161633
3.68	0.301818	0.0326974	0.00282342	0.00121403
3.92	0.308687	0.0426689	-0.00279177	0.00134526
4.16	0.366076	0.0633163	-0.00166579	0.000239341
4.4	0.31563	0.115115	0.00193576	0.000484982
4.64	0.360176	0.141699	0.00652163	0.00748594
4.88	0.559146	-nan	-0.00443922	nan

/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-40-50-norm114-3000-deuteron-zetaS3-0.8/	2	211
0.32	0.0256863	0.000230056	-0.797568	2.14929
0.56	0.0632528	0.000208645	2.35799	0.313434
0.8	0.0996699	0.00042594	-0.655173	0.227646
1.04	0.133646	0.000759268	2.41059	3.87553
1.28	0.162672	0.00055359	-0.535767	0.0983005
1.52	0.189139	0.000943176	-0.290932	0.0963679
1.76	0.213969	0.0011747	0.443189	0.246354
2	0.233141	0.00129974	0.0765668	0.131065
2.24	0.249819	0.00318767	0.0291939	0.00863887
2.48	0.267066	0.00532654	0.0474435	0.00693808
2.72	0.278731	0.00407554	-0.0264264	0.00505695
2.96	0.274021	0.00659979	-0.395852	0.00532936
3.2	0.295833	0.0159383	0.0112487	0.00307148
3.44	0.284865	0.0162942	-0.00600817	0.00157429
3.68	0.301818	0.0309013	0.00282342	0.00295387
3.92	0.308687	0.0201839	-0.00279177	0.000679762
4.16	0.366076	0.0666352	-0.00166579	0.000450847
4.4	0.31563	0.0764266	0.00193576	0.000269574
4.64	0.360176	-nan	0.00652163	nan
4.88	0.559146	-nan	-0.00443922	nan

