/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm114-3000-deuteron-0.08/	2	211
0.32	0.0278409	0.000182811	-nan	-nan
0.56	0.0671466	0.000218871	-nan	-nan
0.8	0.102747	0.000296033	-nan	-nan
1.04	0.132738	0.000323304	-nan	-nan
1.28	0.158687	0.000468097	-nan	-nan
1.52	0.18077	0.000755998	-nan	-nan
1.76	0.197687	0.000877921	-nan	-nan
2	0.21243	0.00131131	-nan	-nan
2.24	0.224471	0.00191503	-nan	-nan
2.48	0.234496	0.0013558	-nan	-nan
2.72	0.237852	0.00238655	-nan	-nan
2.96	0.240511	0.00304978	-nan	-nan
3.2	0.250385	0.00415263	-nan	-nan
3.44	0.245971	0.00645387	-nan	-nan
3.68	0.244862	0.0108167	-nan	-nan
3.92	0.24702	0.0103293	-nan	-nan
4.16	0.248727	0.0151791	-nan	-nan
4.4	0.253153	0.02723	-nan	-nan
4.64	0.216519	0.0290745	-nan	-nan
4.88	0.280895	0.0206744	-nan	-nan

