/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm150-3000-deuteron/	2	211
0.32	0.0300318	0.000187276	18.3878	-nan
0.56	0.0727371	0.00030618	25.0139	-nan
0.8	0.113132	0.000380722	-41.0824	-nan
1.04	0.149127	0.000629217	2.45238	-nan
1.28	0.180141	0.000502924	-2.03718	-nan
1.52	0.207778	0.000703936	-5.33597	-nan
1.76	0.232952	0.000963947	0.915919	-nan
2	0.256202	0.0010367	0.446882	-nan
2.24	0.278742	0.00173756	-0.168693	-nan
2.48	0.294273	0.00176995	0.147183	-nan
2.72	0.317966	0.00156536	0.058061	-nan
2.96	0.326132	0.00229227	-0.104239	-nan
3.2	0.34741	0.00280729	0.0127196	-nan
3.44	0.358484	0.00426333	0.0794371	-nan
3.68	0.375108	0.00864122	0.0062675	-nan
3.92	0.396533	0.00910872	0.0159413	-nan
4.16	0.400531	0.0121518	0.0145155	-nan
4.4	0.418274	0.0139317	-0.0368083	-nan
4.64	0.42838	0.0195789	0.00506345	-nan
4.88	0.419964	0.0273394	0.00213143	-nan

