/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-60-70-norm150-3000-0.15/	2	321
0.32	0.0265093	0.00176393	nan	-nan
0.56	0.0558028	0.00107339	nan	-nan
0.8	0.0799663	0.00176301	nan	-nan
1.04	0.100718	0.00265668	nan	-nan
1.28	0.12174	0.00263903	nan	-nan
1.52	0.128	0.0045609	nan	-nan
1.76	0.146956	0.00700814	nan	-nan
2	0.154363	0.00645418	nan	-nan
2.24	0.164299	0.00983725	nan	-nan
2.48	0.158023	0.0127488	nan	-nan
2.72	0.196672	0.0204608	nan	-nan
2.96	0.162677	0.0171173	nan	-nan
3.2	0.186108	0.0260765	nan	-nan
3.44	0.210797	0.0403373	nan	-nan
3.68	0.171259	0.056685	nan	-nan
3.92	0.183448	0.0931732	nan	-nan
4.16	0.172646	0.116159	nan	-nan
4.4	-0.0306196	0.124299	nan	-nan
4.64	0.458267	0.241906	nan	-nan
4.88	0.780687	-nan	nan	-nan

