/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm114-3000-deuteron-0.08/	2	2212
0.32	0.0124476	0.00134597	0.000112045	-nan
0.56	0.0338199	0.000712593	-2.73364e-05	-nan
0.8	0.0612716	0.000444028	-0.000105896	-nan
1.04	0.0900494	0.000807608	0.000248614	-nan
1.28	0.121171	0.0010289	0.00116955	-nan
1.52	0.149004	0.00103579	0.00179383	-nan
1.76	0.169429	0.00101407	0.00223211	-nan
2	0.191851	0.00143627	0.00257781	-nan
2.24	0.212346	0.00241646	0.0028062	-nan
2.48	0.224443	0.00155437	0.00293096	-nan
2.72	0.240726	0.00261317	0.00323261	-nan
2.96	0.240711	0.00448938	0.00321601	-nan
3.2	0.248177	0.00540986	0.00329265	-nan
3.44	0.261744	0.00591262	0.00331823	-nan
3.68	0.266483	0.00777123	0.00321253	-nan
3.92	0.263315	0.014324	0.00341503	-nan
4.16	0.278372	0.0209214	0.00388837	-nan
4.4	0.26936	0.0335815	0.00448361	-nan
4.64	0.179317	0.028273	0.00321219	-nan
4.88	0.278323	0.0631885	0.00318116	-nan

