/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-50-60-norm114-3000-deuteron-zetaS3-0.8/	2	321
0.32	0.0249467	0.000587043	-nan	-nan
0.56	0.0580017	0.000565133	-nan	-nan
0.8	0.0935531	0.00117288	-nan	-nan
1.04	0.124483	0.00102618	-nan	-nan
1.28	0.154679	0.00122389	-nan	-nan
1.52	0.181121	0.00292197	-nan	-nan
1.76	0.210558	0.00369937	-nan	-nan
2	0.227622	0.00484845	-nan	-nan
2.24	0.264888	0.0080191	-nan	-nan
2.48	0.252297	0.00779005	-nan	-nan
2.72	0.256169	0.013216	-nan	-nan
2.96	0.318653	0.0331112	-nan	-nan
3.2	0.372203	0.0347469	-nan	-nan
3.44	0.253296	0.0406033	-nan	-nan
3.68	0.186661	0.0820065	-nan	-nan
3.92	0.411559	0.114713	-nan	-nan
4.16	0.355936	0.123297	-nan	-nan
4.4	0.0178215	-nan	-nan	-nan
4.64	-0.294825	-nan	-nan	nan
4.88	-0.563648	-nan	-nan	-nan

