/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-60-70-norm150-3000-0.13/	2	211
0.32	0.0302549	0.000493994	-nan	-nan
0.56	0.0660759	0.000456196	-nan	-nan
0.8	0.0964892	0.000560644	-nan	-nan
1.04	0.12161	0.000537041	-nan	-nan
1.28	0.141065	0.00134867	-nan	-nan
1.52	0.158731	0.00285935	-nan	-nan
1.76	0.176748	0.00156573	-nan	-nan
2	0.179046	0.00427505	-nan	-nan
2.24	0.187582	0.00526238	-nan	-nan
2.48	0.193988	0.00667391	-nan	-nan
2.72	0.204776	0.00770483	-nan	-nan
2.96	0.214412	0.019591	-nan	-nan
3.2	0.178107	0.0142029	-nan	-nan
3.44	0.19644	0.025632	-nan	-nan
3.68	0.23581	0.0413899	-nan	-nan
3.92	0.284279	0.0456257	-nan	-nan
4.16	0.0564566	0.0956255	-nan	-nan
4.4	0.140923	0.0920737	-nan	-nan
4.64	0.277455	0.239701	-nan	-nan
4.88	0.236513	-nan	-nan	nan

