/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-40-50-100-bezviz/	2	321
0.32	0.0333119	0.000744928	-0.00684521	-nan
0.56	0.0782814	0.000698208	-0.0139198	-nan
0.8	0.12608	0.000559523	-0.00725149	-nan
1.04	0.168934	0.0011496	-0.00287984	-nan
1.28	0.207627	0.00130167	0.000481456	-nan
1.52	0.242583	0.000831084	0.00195971	-nan
1.76	0.268318	0.00245133	0.0024364	-nan
2	0.296316	0.00328441	0.00277014	-nan
2.24	0.318065	0.00364851	0.00291314	-nan
2.48	0.339401	0.00652414	0.00297761	-nan
2.72	0.359394	0.0108501	0.00323487	-nan
2.96	0.371554	0.0110877	0.00319349	-nan
3.2	0.406054	0.0117466	0.00396783	-nan
3.44	0.393782	0.0199709	0.00359748	-nan
3.68	0.386931	0.025909	0.00355054	-nan
3.92	0.411178	0.0226323	0.00364124	-nan
4.16	0.40066	0.045992	0.00298075	-nan
4.4	0.466345	0.0553699	0.00435039	-nan
4.64	0.42766	0.0609257	0.0037267	-nan
4.88	0.419159	0.0696213	0.00401345	-nan

