/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-50-60-norm150-3000-deuteron/	2	211
0.32	0.0382123	0.000207316	-2.59254	0.300811
0.56	0.0943282	0.000355126	-4.062	5.52427
0.8	0.147515	0.000460282	-50.0833	0.865067
1.04	0.195476	0.000948572	-1.7053	0.755949
1.28	0.241479	0.000903168	-0.402371	0.274405
1.52	0.280273	0.001027	-0.213227	0.33671
1.76	0.315176	0.00119426	-0.0527283	0.00655794
2	0.348047	0.00180879	-0.0170263	0.00191226
2.24	0.381455	0.00210379	-0.00912383	0.000759308
2.48	0.405687	0.00305081	-0.00452616	0.000490318
2.72	0.427688	0.00719136	-0.00259673	0.000276795
2.96	0.451146	0.00819142	-0.00187573	0.000203571
3.2	0.479633	0.0096194	-0.00145356	8.75484e-05
3.44	0.507222	0.0171412	-0.00145015	0.000225744
3.68	0.521955	0.012365	-0.00120611	0.000104542
3.92	0.529404	0.0320254	-0.001344	0.000205206
4.16	0.566034	0.0173988	-0.00186825	0.00123936
4.4	0.543921	0.0336196	-0.00162189	0.000539
4.64	0.720132	0.0456618	-0.00218253	0.00123753
4.88	0.626878	0.0823363	-0.00161085	0.00195892

