/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-40-50-norm114-3000-deuteron-zetaS3-0.4/	2	2212
0.32	0.0106877	0.0025252	0.00591782	0.00458065
0.56	0.0319092	0.00116736	0.0379489	0.00521192
0.8	0.0628238	0.00142244	0.0543764	0.00192824
1.04	0.0907643	0.00148194	0.0929074	0.00270568
1.28	0.126651	0.00137918	0.119091	0.00620533
1.52	0.156979	0.0017846	0.153275	0.00303341
1.76	0.184907	0.00194604	0.177172	0.00788855
2	0.211566	0.00399613	0.21797	0.0101402
2.24	0.230471	0.00331623	0.212395	0.0158582
2.48	0.247923	0.0066065	0.237684	0.00886117
2.72	0.250597	0.00687285	0.24585	0.0296347
2.96	0.260545	0.00652814	0.213368	0.0323976
3.2	0.271061	0.00906701	0.207384	0.050657
3.44	0.248409	0.0172269	0.254211	0.033538
3.68	0.275895	0.0225114	0.262401	0.0767923
3.92	0.232258	0.0369517	0.259177	0.134386
4.16	0.285525	0.0404419	0.538641	0.131623
4.4	0.214191	0.0854466	0.453953	0.511742
4.64	0.435951	0.0191935	0.584533	0.176867
4.88	0.0895094	0.147037	0.564878	0.79451

