/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm114-3000-deuteron-0.12/	2	321
0.32	0.0229583	0.00039583	-0.984686	-nan
0.56	0.052157	0.000309281	-1.15542	-nan
0.8	0.0846615	0.000499955	5926.23	-nan
1.04	0.112209	0.000560476	-0.523827	-nan
1.28	0.135226	0.000453399	0.485158	-nan
1.52	0.156211	0.000632411	-0.651471	-nan
1.76	0.169777	0.000750008	0.131931	-nan
2	0.183653	0.000970431	0.105901	-nan
2.24	0.192868	0.00231235	-0.0292909	-nan
2.48	0.204643	0.00378698	-0.00262742	-nan
2.72	0.213762	0.00250175	-0.000572868	-nan
2.96	0.207128	0.00400636	-0.000120804	-nan
3.2	0.213286	0.00646417	2.30852e-05	-nan
3.44	0.217796	0.00659948	8.8138e-05	-nan
3.68	0.225387	0.0058333	0.000147143	-nan
3.92	0.197083	0.0126319	0.000133815	-nan
4.16	0.212529	0.018972	0.000140218	-nan
4.4	0.223088	0.0198802	0.000168586	-nan
4.64	0.252129	0.0365946	0.000232573	-nan
4.88	0.224844	0.0435654	0.000151703	-nan

