/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-30-40-norm114-3000-deuteron-0.12/	2	321
0.32	0.0247234	0.000557006	-nan	-nan
0.56	0.0586425	0.000402919	-nan	-nan
0.8	0.0935426	0.00049059	-nan	-nan
1.04	0.123022	0.00068136	-nan	-nan
1.28	0.152193	0.000722154	-nan	-nan
1.52	0.174547	0.00112925	-nan	-nan
1.76	0.194058	0.000841616	-nan	-nan
2	0.211937	0.00285917	-nan	-nan
2.24	0.222389	0.00318961	-nan	-nan
2.48	0.233591	0.00225528	-nan	-nan
2.72	0.230274	0.00384286	-nan	-nan
2.96	0.240823	0.00385512	-nan	-nan
3.2	0.272381	0.00505819	-nan	-nan
3.44	0.258334	0.00897192	-nan	-nan
3.68	0.243752	0.00994531	-nan	-nan
3.92	0.26826	0.0132457	-nan	-nan
4.16	0.252444	0.0222319	-nan	-nan
4.4	0.229161	0.0347821	-nan	-nan
4.64	0.264382	0.025126	-nan	-nan
4.88	0.179816	0.0610915	-nan	-nan

