/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-20-30-norm114-3000-deuteron-zetaS3-test-1/	2	211
0.32	0.0243287	7.41607e-05	-27.0925	-nan
0.56	0.0595149	0.000234501	-6.06498	-nan
0.8	0.0927533	0.000259138	-6.1688	-nan
1.04	0.122353	0.000431878	1.79045	-nan
1.28	0.146893	0.000544257	0.627597	-nan
1.52	0.168473	0.000724283	-0.740007	-nan
1.76	0.185811	0.00111463	-0.314185	-nan
2	0.201881	0.00114275	0.96354	-nan
2.24	0.214858	0.002069	-0.941372	-nan
2.48	0.22803	0.00192255	-0.0554894	-nan
2.72	0.233147	0.002366	-0.0270275	-nan
2.96	0.24228	0.00660585	-0.105799	-nan
3.2	0.232767	0.00374727	0.0214004	-nan
3.44	0.251359	0.00635649	0.0343482	-nan
3.68	0.242737	0.00468277	0.0168168	-nan
3.92	0.262726	0.0154932	0.00250798	-nan
4.16	0.265482	0.0136474	-0.00246526	-nan
4.4	0.24254	0.0181151	-0.0106308	-nan
4.64	0.265854	0.0453636	0.00187391	-nan
4.88	0.293864	0.0557714	0.00210879	-nan

