/storage/brno12-cerit/home/poledto1/hydro/hybrid/sampler.out/lhc2760-60-70-deuteron/	2	211
0.32	0.0269693	4.71156e-05	-nan	-nan
0.56	0.061599	6.33249e-05	-nan	-nan
0.8	0.0930238	8.20013e-05	-nan	-nan
1.04	0.120383	0.00012031	-nan	-nan
1.28	0.143273	0.000197254	-nan	-nan
1.52	0.162444	0.000322807	-nan	-nan
1.76	0.178839	0.000533416	-nan	-nan
2	0.191985	0.000224132	-nan	-nan
2.24	0.202375	0.000859702	-nan	-nan
2.48	0.211879	0.00139865	-nan	-nan
2.72	0.218969	0.0020379	-nan	-nan
2.96	0.223824	0.00204185	-nan	-nan
3.2	0.233447	0.0023722	-nan	-nan
3.44	0.226762	0.00467159	-nan	-nan
3.68	0.242164	0.00574013	-nan	-nan
3.92	0.24442	0.00801031	-nan	-nan
4.16	0.222013	0.0149087	-nan	-nan
4.4	0.236005	0.0118338	-nan	-nan
4.64	0.244341	0.0289219	-nan	-nan
4.88	0.186243	0.0398412	-nan	-nan

